/var/spool/slurmd/job2511452/slurm_script: line 10: /home/bhagavan/CS433/pinns/bin/activate: No such file or directory
Python binary: /usr/bin/python
Python version: Python 3.9.10

Lmod is automatically replacing "gcc/11.3.0" with "intel/2021.6.0".


Lmod is automatically replacing "intel/2021.6.0" with "nvhpc/23.3-mpi".

wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: sathvikbhagavan (sathvikbhagavan-epfl). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.18.7
wandb: Run data is saved locally in /home/bhagavan/CS-433/new/SteadyStateSplinePINNs/src/wandb/run-20250110_154822-k63ewncq
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run vague-voice-34
wandb: ⭐️ View project at https://wandb.ai/sathvikbhagavan-epfl/Spline-PINNs_with_heat_dp11
wandb: 🚀 View run at https://wandb.ai/sathvikbhagavan-epfl/Spline-PINNs_with_heat_dp11/runs/k63ewncq
Using device: cuda
Number of parameters in the model is: 1358120
Number of Outlet surface points: 10000, volume points: 96564, surface points: 195842
1/100
Number of Outlet surface points: 10000, volume points: 96463, surface points: 195807
Validation Divergence Loss: 0.1547413676293357, Validation X Momentum Loss: 577.3481508762504, Validation Y Momentum Loss: 583.2481477829255, Validation Z Momentum Loss: 716.4536874341412, Validation Outlet Boundary Loss: 0.006899809340779936, Validation Other Boundary Loss: 0.17161950899185285, Validation Heat Loss: 0.011371845640911968, Validation Surface Temperature Boundary Loss: 0.10763548752416571, Validation Total Loss: 1877.502254112444
Divergence Loss: 2.6636098566303836, X Momentum Loss: 0.07461720622001763, Y Momentum Loss: 0.09646340675079566, Z Momentum Loss: 0.2189972457729256, Inlet Boundary Loss: 58.0304739079286, Outlet Boundary Loss: 1.9010631170995083e-05, Other Boundary Loss: 3.1595985617363667, Heat Loss: 0.15304769618605987 Inlet Temperature Boundary Loss: 0.03992269766054993 Surface Temperature Boundary Loss: 0.00045556217275803115 Total Loss: 58.738712523858204
Divergence Loss: 2.6595369016080888, X Momentum Loss: 0.06713220818707674, Y Momentum Loss: 0.0853197475719897, Z Momentum Loss: 0.17620043449096232, Inlet Boundary Loss: 58.019257679663994, Outlet Boundary Loss: 1.8943153588198578e-05, Other Boundary Loss: 3.1490678469037943, Heat Loss: 0.15386765622195545 Inlet Temperature Boundary Loss: 0.04494020510101278 Surface Temperature Boundary Loss: 0.00047628040030689076 Total Loss: 58.713761341756516
Divergence Loss: 2.6811295609603425, X Momentum Loss: 0.05557154547123589, Y Momentum Loss: 0.09079909788442095, Z Momentum Loss: 0.1496690926857794, Inlet Boundary Loss: 58.00563143939196, Outlet Boundary Loss: 1.903673075914444e-05, Other Boundary Loss: 3.1680254483238084, Heat Loss: 0.16056545461602625 Inlet Temperature Boundary Loss: 0.045531457893864945 Surface Temperature Boundary Loss: 0.00048040257342678235 Total Loss: 58.69125730234612
Divergence Loss: 2.685303029569961, X Momentum Loss: 0.04942924162279063, Y Momentum Loss: 0.09338306224384298, Z Momentum Loss: 0.12996544335692012, Inlet Boundary Loss: 57.9987582324764, Outlet Boundary Loss: 1.9047250921188628e-05, Other Boundary Loss: 3.1715232020881703, Heat Loss: 0.15734454014155183 Inlet Temperature Boundary Loss: 0.04381065967161439 Surface Temperature Boundary Loss: 0.00047704576595382993 Total Loss: 58.67679941829744
Divergence Loss: 2.682164867081022, X Momentum Loss: 0.04173880641752629, Y Momentum Loss: 0.11272881984072042, Z Momentum Loss: 0.13685368361515826, Inlet Boundary Loss: 57.991612554068766, Outlet Boundary Loss: 1.909621859230763e-05, Other Boundary Loss: 3.174203448853269, Heat Loss: 0.15063011997013495 Inlet Temperature Boundary Loss: 0.0405944110019274 Surface Temperature Boundary Loss: 0.0004695621802281934 Total Loss: 58.66354036732461
Divergence Loss: 2.674356583289956, X Momentum Loss: 0.037228750893977404, Y Momentum Loss: 0.11315665960286557, Z Momentum Loss: 0.12089995023255497, Inlet Boundary Loss: 57.98875726467381, Outlet Boundary Loss: 1.90785157847422e-05, Other Boundary Loss: 3.173558400602529, Heat Loss: 0.14616721996172352 Inlet Temperature Boundary Loss: 0.037659049014686856 Surface Temperature Boundary Loss: 0.00045617695987172386 Total Loss: 58.65302388664966
Divergence Loss: 2.6648550107988758, X Momentum Loss: 0.032770962081239516, Y Momentum Loss: 0.10804293627025406, Z Momentum Loss: 0.1112573603347025, Inlet Boundary Loss: 57.985642377320715, Outlet Boundary Loss: 1.9019857979028846e-05, Other Boundary Loss: 3.167377790195273, Heat Loss: 0.14060728734998276 Inlet Temperature Boundary Loss: 0.03475261249426276 Surface Temperature Boundary Loss: 0.0004489825950706158 Total Loss: 58.641553523727154
Divergence Loss: 2.660787661333382, X Momentum Loss: 0.029473552876853073, Y Momentum Loss: 0.0999000579494743, Z Momentum Loss: 0.10215209279470842, Inlet Boundary Loss: 57.983240875852864, Outlet Boundary Loss: 1.8946687490305154e-05, Other Boundary Loss: 3.164416825850285, Heat Loss: 0.13602018759540282 Inlet Temperature Boundary Loss: 0.03223952908567479 Surface Temperature Boundary Loss: 0.0004445792589154032 Total Loss: 58.632712538118284
Divergence Loss: 2.6607448517872005, X Momentum Loss: 0.02833894048062222, Y Momentum Loss: 0.09914417238228189, Z Momentum Loss: 0.0989636244469412, Inlet Boundary Loss: 57.97729349744556, Outlet Boundary Loss: 1.8910028985738672e-05, Other Boundary Loss: 3.160729346850695, Heat Loss: 0.13657423153909526 Inlet Temperature Boundary Loss: 0.029287226831174244 Surface Temperature Boundary Loss: 0.00044160157305944025 Total Loss: 58.62462027588587
Divergence Loss: 2.6637501380155815, X Momentum Loss: 0.02778548031444423, Y Momentum Loss: 0.100771252653388, Z Momentum Loss: 0.09861943910810977, Inlet Boundary Loss: 57.96830691179347, Outlet Boundary Loss: 1.8860867776076903e-05, Other Boundary Loss: 3.158939636492888, Heat Loss: 0.13503869487397585 Inlet Temperature Boundary Loss: 0.02735227781133697 Surface Temperature Boundary Loss: 0.0004473044432482474 Total Loss: 58.61498872653346
Divergence Loss: 2.6710337409968683, X Momentum Loss: 0.026930743714521675, Y Momentum Loss: 0.11229490078398237, Z Momentum Loss: 0.10179640389881843, Inlet Boundary Loss: 57.95674759767674, Outlet Boundary Loss: 1.8846887913335043e-05, Other Boundary Loss: 3.161019505989317, Heat Loss: 0.1418551598914604 Inlet Temperature Boundary Loss: 0.02574025099828026 Surface Temperature Boundary Loss: 0.0004735585044392725 Total Loss: 58.60552778084037
Divergence Loss: 2.671286572706843, X Momentum Loss: 0.027931356477678276, Y Momentum Loss: 0.09975429626599655, Z Momentum Loss: 0.10427446662067533, Inlet Boundary Loss: 57.956130748816776, Outlet Boundary Loss: 1.8890451626825317e-05, Other Boundary Loss: 3.1619599138178, Heat Loss: 0.14403633045036 Inlet Temperature Boundary Loss: 0.03016951085051636 Surface Temperature Boundary Loss: 0.0004750794363170494 Total Loss: 58.60568718284716
Divergence Loss: 2.671049846048981, X Momentum Loss: 0.02727650310157857, Y Momentum Loss: 0.10495591828557088, Z Momentum Loss: 0.10184713647074725, Inlet Boundary Loss: 57.951863171153875, Outlet Boundary Loss: 1.8865078945330843e-05, Other Boundary Loss: 3.1614114757604947, Heat Loss: 0.13741642544041924 Inlet Temperature Boundary Loss: 0.02729553991106281 Surface Temperature Boundary Loss: 0.0004731462465483835 Total Loss: 58.60001234120163
Divergence Loss: 2.661026535351002, X Momentum Loss: 0.027159767209848067, Y Momentum Loss: 0.10590840213966046, Z Momentum Loss: 0.1044606110073179, Inlet Boundary Loss: 57.94577423386, Outlet Boundary Loss: 1.8878129226699204e-05, Other Boundary Loss: 3.159559629077064, Heat Loss: 0.13711921494592386 Inlet Temperature Boundary Loss: 0.02609929656122057 Surface Temperature Boundary Loss: 0.0004757783515729534 Total Loss: 58.59282903614256
Divergence Loss: 2.653545173953378, X Momentum Loss: 0.02749289827659472, Y Momentum Loss: 0.10388690073049196, Z Momentum Loss: 0.10787179367966976, Inlet Boundary Loss: 57.93877125592973, Outlet Boundary Loss: 1.8928240359021727e-05, Other Boundary Loss: 3.1606085629105527, Heat Loss: 0.13813498985926032 Inlet Temperature Boundary Loss: 0.02607894974016693 Surface Temperature Boundary Loss: 0.00047965427655599223 Total Loss: 58.585758338394264
Divergence Loss: 2.6503812418702344, X Momentum Loss: 0.027965763372353125, Y Momentum Loss: 0.10049522511517057, Z Momentum Loss: 0.11052396994164479, Inlet Boundary Loss: 57.93391890609289, Outlet Boundary Loss: 1.8968849342599848e-05, Other Boundary Loss: 3.160477555006926, Heat Loss: 0.1373874884094579 Inlet Temperature Boundary Loss: 0.026231347312623082 Surface Temperature Boundary Loss: 0.00047308682337441976 Total Loss: 58.580909335939154
Divergence Loss: 2.6388190703682923, X Momentum Loss: 0.02870581788106544, Y Momentum Loss: 0.10133670287486736, Z Momentum Loss: 0.11095228852245281, Inlet Boundary Loss: 57.92421520317239, Outlet Boundary Loss: 1.9014622369243508e-05, Other Boundary Loss: 3.1573429058583105, Heat Loss: 0.13753148102640195 Inlet Temperature Boundary Loss: 0.026465678407108388 Surface Temperature Boundary Loss: 0.0004673509108150062 Total Loss: 58.57063508613225
49/100
Number of Outlet surface points: 10000, volume points: 96532, surface points: 195850
Validation Divergence Loss: 2.414619544505183, Validation X Momentum Loss: 0.05239310311075275, Validation Y Momentum Loss: 0.0887591456799038, Validation Z Momentum Loss: 0.14857415629152465, Validation Outlet Boundary Loss: 1.9017242063377034e-05, Validation Other Boundary Loss: 3.9164416047563657, Validation Heat Loss: 1.8686447532753556, Validation Surface Temperature Boundary Loss: 0.0004668230749544701, Validation Total Loss: 8.489918147936104
Divergence Loss: 2.224620439245356, X Momentum Loss: 0.04521270296571086, Y Momentum Loss: 0.11886447218411711, Z Momentum Loss: 0.18311801755911283, Inlet Boundary Loss: 57.92421520317239, Outlet Boundary Loss: 1.903726080624813e-05, Other Boundary Loss: 4.127551583889485, Heat Loss: 0.17313161109950204 Inlet Temperature Boundary Loss: 0.026465678407108388 Surface Temperature Boundary Loss: 0.0004527605800173888 Total Loss: 58.65525775068267
Divergence Loss: 2.2208786075825406, X Momentum Loss: 0.03917811828864738, Y Momentum Loss: 0.09702963689421923, Z Momentum Loss: 0.151848326920526, Inlet Boundary Loss: 57.92536982992918, Outlet Boundary Loss: 1.9111987104414534e-05, Other Boundary Loss: 4.134141825551667, Heat Loss: 0.14315669326599453 Inlet Temperature Boundary Loss: 0.030121137043042378 Surface Temperature Boundary Loss: 0.00044308134721721533 Total Loss: 58.642710563489544
Divergence Loss: 2.225241075944274, X Momentum Loss: 0.03573761338608103, Y Momentum Loss: 0.0886165387672785, Z Momentum Loss: 0.13309970460402218, Inlet Boundary Loss: 57.91403563912603, Outlet Boundary Loss: 1.9168774242648804e-05, Other Boundary Loss: 4.143447218928709, Heat Loss: 0.14173529160781922 Inlet Temperature Boundary Loss: 0.029545879991504365 Surface Temperature Boundary Loss: 0.0004194643054657115 Total Loss: 58.62636320467936
Divergence Loss: 2.2289314068528747, X Momentum Loss: 0.03416701000763434, Y Momentum Loss: 0.09046319803684306, Z Momentum Loss: 0.12044367144714518, Inlet Boundary Loss: 57.905054066255204, Outlet Boundary Loss: 1.9088761118046546e-05, Other Boundary Loss: 4.141946217091513, Heat Loss: 0.1404526340037484 Inlet Temperature Boundary Loss: 0.030647540129210803 Surface Temperature Boundary Loss: 0.0004289366178343212 Total Loss: 58.61494038851292
Divergence Loss: 2.2295634601760765, X Momentum Loss: 0.033725889189945644, Y Momentum Loss: 0.09118235846026017, Z Momentum Loss: 0.10666890951157211, Inlet Boundary Loss: 57.897167070016344, Outlet Boundary Loss: 1.9069663958791792e-05, Other Boundary Loss: 4.146390506075722, Heat Loss: 0.13688173674946738 Inlet Temperature Boundary Loss: 0.032322242364160134 Surface Temperature Boundary Loss: 0.0004353807201387429 Total Loss: 58.60563116822655
Divergence Loss: 2.2309929110569597, X Momentum Loss: 0.033519261232329414, Y Momentum Loss: 0.09045804651312771, Z Momentum Loss: 0.09381929860909992, Inlet Boundary Loss: 57.88463777103996, Outlet Boundary Loss: 1.909248931967461e-05, Other Boundary Loss: 4.164552694926755, Heat Loss: 0.13732186395406604 Inlet Temperature Boundary Loss: 0.03437614212122759 Surface Temperature Boundary Loss: 0.0004442373872619984 Total Loss: 58.59375527462661
Divergence Loss: 2.227984215629088, X Momentum Loss: 0.03346526745415208, Y Momentum Loss: 0.104349896449601, Z Momentum Loss: 0.10852107242858879, Inlet Boundary Loss: 57.87832609524458, Outlet Boundary Loss: 1.915611870914352e-05, Other Boundary Loss: 4.18185077783154, Heat Loss: 0.14444017876234977 Inlet Temperature Boundary Loss: 0.042865688998555695 Surface Temperature Boundary Loss: 0.0004508094782967818 Total Loss: 58.593245270798874
Divergence Loss: 2.2293109327437945, X Momentum Loss: 0.03300081444941854, Y Momentum Loss: 0.09667801720168645, Z Momentum Loss: 0.09724458061208485, Inlet Boundary Loss: 57.876430008834525, Outlet Boundary Loss: 1.9124372922927448e-05, Other Boundary Loss: 4.17324496624031, Heat Loss: 0.1400472111337893 Inlet Temperature Boundary Loss: 0.038313007034104084 Surface Temperature Boundary Loss: 0.00044729199373129435 Total Loss: 58.587363899211546
Divergence Loss: 2.2278944200652564, X Momentum Loss: 0.032760119677931486, Y Momentum Loss: 0.09417616600537093, Z Momentum Loss: 0.10400436902369894, Inlet Boundary Loss: 57.86471160680869, Outlet Boundary Loss: 1.916519847459442e-05, Other Boundary Loss: 4.184747268585941, Heat Loss: 0.1407697758819692 Inlet Temperature Boundary Loss: 0.03863618841238396 Surface Temperature Boundary Loss: 0.0004493724504694845 Total Loss: 58.576945834254396
Divergence Loss: 2.2249595860103333, X Momentum Loss: 0.03203428242954156, Y Momentum Loss: 0.09177592819383358, Z Momentum Loss: 0.11108197348259644, Inlet Boundary Loss: 57.85619211368282, Outlet Boundary Loss: 1.921757351330478e-05, Other Boundary Loss: 4.19266207970157, Heat Loss: 0.14203304857655158 Inlet Temperature Boundary Loss: 0.03950311516925507 Surface Temperature Boundary Loss: 0.00045318610119507414 Total Loss: 58.56888307708432
Divergence Loss: 2.2227256015755517, X Momentum Loss: 0.031171975185426127, Y Momentum Loss: 0.08682364520208159, Z Momentum Loss: 0.11672984093807533, Inlet Boundary Loss: 57.84915723320988, Outlet Boundary Loss: 1.925347703119338e-05, Other Boundary Loss: 4.195589415535615, Heat Loss: 0.14044482048432505 Inlet Temperature Boundary Loss: 0.04009298570150584 Surface Temperature Boundary Loss: 0.0004511468038062167 Total Loss: 58.56102291149053
Divergence Loss: 2.220892740538136, X Momentum Loss: 0.030233750610175275, Y Momentum Loss: 0.08478479395669823, Z Momentum Loss: 0.11842765597507054, Inlet Boundary Loss: 57.8402088120895, Outlet Boundary Loss: 1.9297592273868298e-05, Other Boundary Loss: 4.196259898246835, Heat Loss: 0.13891161115921882 Inlet Temperature Boundary Loss: 0.04298417158028769 Surface Temperature Boundary Loss: 0.00045600485176334126 Total Loss: 58.551126584456284
Divergence Loss: 2.221539094870149, X Momentum Loss: 0.02827703402003378, Y Momentum Loss: 0.07902229283017438, Z Momentum Loss: 0.1122792262896134, Inlet Boundary Loss: 57.83183847758506, Outlet Boundary Loss: 1.9334526973188002e-05, Other Boundary Loss: 4.202542813569579, Heat Loss: 0.13470768127080973 Inlet Temperature Boundary Loss: 0.045524079280089745 Surface Temperature Boundary Loss: 0.0004514712710975198 Total Loss: 58.54013043513993
Divergence Loss: 2.223369461560138, X Momentum Loss: 0.026350549904799292, Y Momentum Loss: 0.07718579744848415, Z Momentum Loss: 0.10041429850043962, Inlet Boundary Loss: 57.82382363508135, Outlet Boundary Loss: 1.9337546952309197e-05, Other Boundary Loss: 4.20518843940531, Heat Loss: 0.13200885389078226 Inlet Temperature Boundary Loss: 0.0463728526924447 Surface Temperature Boundary Loss: 0.00045186263524122315 Total Loss: 58.529081951725836
Divergence Loss: 2.22683964886925, X Momentum Loss: 0.023924232955073586, Y Momentum Loss: 0.07459317934776187, Z Momentum Loss: 0.07988700544024746, Inlet Boundary Loss: 57.81477001241268, Outlet Boundary Loss: 1.9364948149039102e-05, Other Boundary Loss: 4.211531041633155, Heat Loss: 0.13068312781045455 Inlet Temperature Boundary Loss: 0.045103704248520525 Surface Temperature Boundary Loss: 0.0004431769528403918 Total Loss: 58.51600312955035
Divergence Loss: 2.229503958968354, X Momentum Loss: 0.023610421700690273, Y Momentum Loss: 0.07650974208170196, Z Momentum Loss: 0.07109948520749755, Inlet Boundary Loss: 57.80319584359283, Outlet Boundary Loss: 1.943054176402721e-05, Other Boundary Loss: 4.226467015767967, Heat Loss: 0.13309928531000328 Inlet Temperature Boundary Loss: 0.04364950345241753 Surface Temperature Boundary Loss: 0.00043604895994083426 Total Loss: 58.505277156386434
Divergence Loss: 2.2302515424093348, X Momentum Loss: 0.02343531457830177, Y Momentum Loss: 0.07849758620431503, Z Momentum Loss: 0.06173786462628727, Inlet Boundary Loss: 57.79126455543483, Outlet Boundary Loss: 1.9504346907543427e-05, Other Boundary Loss: 4.242561962424182, Heat Loss: 0.1383492344529008 Inlet Temperature Boundary Loss: 0.04108171720944172 Surface Temperature Boundary Loss: 0.0004234896035968402 Total Loss: 58.49437330078406
Divergence Loss: 2.2225142405707334, X Momentum Loss: 0.023085236017920018, Y Momentum Loss: 0.09103376414075816, Z Momentum Loss: 0.05610339900418059, Inlet Boundary Loss: 57.78158509341941, Outlet Boundary Loss: 1.958127253801233e-05, Other Boundary Loss: 4.24679707802325, Heat Loss: 0.14904038907590228 Inlet Temperature Boundary Loss: 0.03927496381214086 Surface Temperature Boundary Loss: 0.0004106210403993284 Total Loss: 58.485559292067684
Divergence Loss: 2.221037349221107, X Momentum Loss: 0.023386294512911895, Y Momentum Loss: 0.0971257974702326, Z Momentum Loss: 0.057192834041924656, Inlet Boundary Loss: 57.77048442194442, Outlet Boundary Loss: 1.9641610234658046e-05, Other Boundary Loss: 4.252135274487279, Heat Loss: 0.15352904175143897 Inlet Temperature Boundary Loss: 0.039476876963047164 Surface Temperature Boundary Loss: 0.0004102053811330963 Total Loss: 58.47633260339299
Divergence Loss: 2.211630079452132, X Momentum Loss: 0.022452240044077486, Y Momentum Loss: 0.09538753863771916, Z Momentum Loss: 0.056640649242900486, Inlet Boundary Loss: 57.763559961147585, Outlet Boundary Loss: 1.9659674237299976e-05, Other Boundary Loss: 4.251676261449253, Heat Loss: 0.15225123836329432 Inlet Temperature Boundary Loss: 0.03801979968545023 Surface Temperature Boundary Loss: 0.00040161998509843916 Total Loss: 58.466976343827255
Divergence Loss: 2.206160419221096, X Momentum Loss: 0.022512168946686825, Y Momentum Loss: 0.10367344148962367, Z Momentum Loss: 0.059388433947578555, Inlet Boundary Loss: 57.754789780525876, Outlet Boundary Loss: 1.968926061232571e-05, Other Boundary Loss: 4.2481490994147535, Heat Loss: 0.15875156977583027 Inlet Temperature Boundary Loss: 0.03938989231680815 Surface Temperature Boundary Loss: 0.0004017561762745425 Total Loss: 58.45925696019147
Divergence Loss: 2.20006184876056, X Momentum Loss: 0.021734567030200037, Y Momentum Loss: 0.100828003067677, Z Momentum Loss: 0.0618060675225287, Inlet Boundary Loss: 57.74822107379699, Outlet Boundary Loss: 1.9668060862580464e-05, Other Boundary Loss: 4.235974097839703, Heat Loss: 0.1620104433912937 Inlet Temperature Boundary Loss: 0.040029714370808364 Surface Temperature Boundary Loss: 0.00039309222721452096 Total Loss: 58.45042171735575
50/100
Number of Outlet surface points: 10000, volume points: 96449, surface points: 195699
Validation Divergence Loss: 2.5471823332046664, Validation X Momentum Loss: 0.054931834245335834, Validation Y Momentum Loss: 0.08812798201359882, Validation Z Momentum Loss: 0.07710818760464387, Validation Outlet Boundary Loss: 1.9583297718098894e-05, Validation Other Boundary Loss: 4.000746592875815, Validation Heat Loss: 5.561013917746798, Validation Surface Temperature Boundary Loss: 0.0004155561394924205, Validation Total Loss: 12.329545987128066
Divergence Loss: 2.805975261177232, X Momentum Loss: 0.055531450966203315, Y Momentum Loss: 0.07340534088055212, Z Momentum Loss: 0.07603485472410379, Inlet Boundary Loss: 57.74822107379699, Outlet Boundary Loss: 1.9588266134051262e-05, Other Boundary Loss: 3.8096105368992825, Heat Loss: 0.4454949667127017 Inlet Temperature Boundary Loss: 0.040029714370808364 Surface Temperature Boundary Loss: 0.0003904530007891723 Total Loss: 58.52920000406707
Divergence Loss: 2.6826278683533524, X Momentum Loss: 0.07859088965836489, Y Momentum Loss: 0.09359963464128687, Z Momentum Loss: 0.24437689971780716, Inlet Boundary Loss: 58.278170461692405, Outlet Boundary Loss: 1.9430268501530568e-05, Other Boundary Loss: 3.676702869097641, Heat Loss: 0.27123323235606783 Inlet Temperature Boundary Loss: 0.07934206968322638 Surface Temperature Boundary Loss: 0.00033180861543945 Total Loss: 59.061883360378005
Divergence Loss: 2.7904328613330165, X Momentum Loss: 0.05031930684900894, Y Momentum Loss: 0.0717816649904304, Z Momentum Loss: 0.07972055733205871, Inlet Boundary Loss: 57.7528683858204, Outlet Boundary Loss: 1.955113831698652e-05, Other Boundary Loss: 3.794006126920044, Heat Loss: 0.3975489703012503 Inlet Temperature Boundary Loss: 0.0385321556796241 Surface Temperature Boundary Loss: 0.00037897925297258796 Total Loss: 58.52077086069185
Divergence Loss: 2.79480264776718, X Momentum Loss: 0.04694235599941325, Y Momentum Loss: 0.07041127267863455, Z Momentum Loss: 0.07769625488391949, Inlet Boundary Loss: 57.74683733464265, Outlet Boundary Loss: 1.956943013009181e-05, Other Boundary Loss: 3.7928093014151645, Heat Loss: 0.3668205239887954 Inlet Temperature Boundary Loss: 0.03689206250840789 Surface Temperature Boundary Loss: 0.00038536723722273805 Total Loss: 58.50811022114652
Divergence Loss: 2.7966583767067337, X Momentum Loss: 0.03979880496748061, Y Momentum Loss: 0.07082072477052553, Z Momentum Loss: 0.0700227672038569, Inlet Boundary Loss: 57.747653937644664, Outlet Boundary Loss: 1.971220381000969e-05, Other Boundary Loss: 3.8219469492122267, Heat Loss: 0.2719861270561667 Inlet Temperature Boundary Loss: 0.02907004041489797 Surface Temperature Boundary Loss: 0.0003740933478353852 Total Loss: 58.4938793057168
Divergence Loss: 2.807928780855076, X Momentum Loss: 0.038215670000140485, Y Momentum Loss: 0.0619470697976626, Z Momentum Loss: 0.07016363594609161, Inlet Boundary Loss: 57.739226195828984, Outlet Boundary Loss: 1.9622561371830775e-05, Other Boundary Loss: 3.8147272309882285, Heat Loss: 0.2105389068514371 Inlet Temperature Boundary Loss: 0.029891381973258656 Surface Temperature Boundary Loss: 0.00038535441985294985 Total Loss: 58.4773488831463
Divergence Loss: 2.7977548419057223, X Momentum Loss: 0.03736021045884148, Y Momentum Loss: 0.057817523734296314, Z Momentum Loss: 0.06972384619440485, Inlet Boundary Loss: 57.73628919493763, Outlet Boundary Loss: 1.9588262464865572e-05, Other Boundary Loss: 3.8032203341190227, Heat Loss: 0.1983092466072753 Inlet Temperature Boundary Loss: 0.02853208825206179 Surface Temperature Boundary Loss: 0.00038400869506950334 Total Loss: 58.469571160999074
Divergence Loss: 2.795426271846632, X Momentum Loss: 0.035367114769827325, Y Momentum Loss: 0.05442827880239012, Z Momentum Loss: 0.06714141066284274, Inlet Boundary Loss: 57.73368741593686, Outlet Boundary Loss: 1.957055060430271e-05, Other Boundary Loss: 3.8077267035557103, Heat Loss: 0.18073131610821683 Inlet Temperature Boundary Loss: 0.027136147772691823 Surface Temperature Boundary Loss: 0.00038255880935071657 Total Loss: 58.46269805944595
Divergence Loss: 2.7907414635287995, X Momentum Loss: 0.03236747774233716, Y Momentum Loss: 0.05149720240012678, Z Momentum Loss: 0.06432243705073987, Inlet Boundary Loss: 57.73012040487551, Outlet Boundary Loss: 1.956185923163841e-05, Other Boundary Loss: 3.8096757282540663, Heat Loss: 0.16830420612985197 Inlet Temperature Boundary Loss: 0.026440779010586998 Surface Temperature Boundary Loss: 0.0003808498838140846 Total Loss: 58.453968870325
Divergence Loss: 2.7944717830602155, X Momentum Loss: 0.029366106075605004, Y Momentum Loss: 0.047257893391130845, Z Momentum Loss: 0.06349526246083828, Inlet Boundary Loss: 57.7201496134454, Outlet Boundary Loss: 1.958048626485508e-05, Other Boundary Loss: 3.8223566760850756, Heat Loss: 0.170620050608753 Inlet Temperature Boundary Loss: 0.025820188754938675 Surface Temperature Boundary Loss: 0.0003823224911183069 Total Loss: 58.44230218549684
Divergence Loss: 2.7968719401676965, X Momentum Loss: 0.029533751397645077, Y Momentum Loss: 0.044494604342636454, Z Momentum Loss: 0.06204753791388125, Inlet Boundary Loss: 57.706775096722104, Outlet Boundary Loss: 1.958662002404038e-05, Other Boundary Loss: 3.8311030897592655, Heat Loss: 0.18078506574000927 Inlet Temperature Boundary Loss: 0.028212498696388817 Surface Temperature Boundary Loss: 0.00038541003650322745 Total Loss: 58.43104769048025
Divergence Loss: 2.807504492936217, X Momentum Loss: 0.030783857855785118, Y Momentum Loss: 0.042988490375856, Z Momentum Loss: 0.0632321139347144, Inlet Boundary Loss: 57.69076058814727, Outlet Boundary Loss: 1.9617010905619634e-05, Other Boundary Loss: 3.844684594323678, Heat Loss: 0.18944601186944812 Inlet Temperature Boundary Loss: 0.03091921673633623 Surface Temperature Boundary Loss: 0.0003849013680664628 Total Loss: 58.419808801089836
Divergence Loss: 2.8126740704044484, X Momentum Loss: 0.031889202839715185, Y Momentum Loss: 0.04381904750541379, Z Momentum Loss: 0.06021976349759664, Inlet Boundary Loss: 57.67719408746259, Outlet Boundary Loss: 1.966499366287006e-05, Other Boundary Loss: 3.8603327297384666, Heat Loss: 0.18946226795624485 Inlet Temperature Boundary Loss: 0.034199250396181144 Surface Temperature Boundary Loss: 0.0003809417732916666 Total Loss: 58.4095369115248
Divergence Loss: 2.8096860744966956, X Momentum Loss: 0.030748005899356327, Y Momentum Loss: 0.04445576684501828, Z Momentum Loss: 0.05434193656715189, Inlet Boundary Loss: 57.67155947272264, Outlet Boundary Loss: 1.969419630918836e-05, Other Boundary Loss: 3.8674192463014143, Heat Loss: 0.186546734427245 Inlet Temperature Boundary Loss: 0.03555316162940403 Surface Temperature Boundary Loss: 0.0003685783814174528 Total Loss: 58.40247831844974
Divergence Loss: 2.8130012092396393, X Momentum Loss: 0.03013511628811531, Y Momentum Loss: 0.04443403835096977, Z Momentum Loss: 0.05156308386099364, Inlet Boundary Loss: 57.66387464116806, Outlet Boundary Loss: 1.9749687478816896e-05, Other Boundary Loss: 3.8794448944611117, Heat Loss: 0.18679048038602436 Inlet Temperature Boundary Loss: 0.03592801097801201 Surface Temperature Boundary Loss: 0.0003638975139829903 Total Loss: 58.39549180166658
Divergence Loss: 2.811641089212939, X Momentum Loss: 0.0294811928540226, Y Momentum Loss: 0.04528534112143937, Z Momentum Loss: 0.05046967947206591, Inlet Boundary Loss: 57.65606287480962, Outlet Boundary Loss: 1.9800274967961625e-05, Other Boundary Loss: 3.8894225731407284, Heat Loss: 0.1841291615595856 Inlet Temperature Boundary Loss: 0.03366193992783977 Surface Temperature Boundary Loss: 0.00036023351432533547 Total Loss: 58.387367259648926
Divergence Loss: 2.8050159802911048, X Momentum Loss: 0.029636966777803007, Y Momentum Loss: 0.0466456345889782, Z Momentum Loss: 0.05215786571624795, Inlet Boundary Loss: 57.647937669799134, Outlet Boundary Loss: 1.9877788374626852e-05, Other Boundary Loss: 3.89673540783018, Heat Loss: 0.18292732131717312 Inlet Temperature Boundary Loss: 0.032154480868394245 Surface Temperature Boundary Loss: 0.00035922284607083803 Total Loss: 58.37949951626305
